x t U
6.530612244897958663e-01 1.683673469387755028e-01 1.683242669254420565e-01
6.734693877551020114e-01 1.683673469387755028e-01 1.623521219391915460e-01
6.938775510204081565e-01 1.683673469387755028e-01 1.557128372594718813e-01
7.142857142857141906e-01 1.683673469387755028e-01 1.484336951311542030e-01
7.346938775510203357e-01 1.683673469387755028e-01 1.405446071106149220e-01
7.551020408163264808e-01 1.683673469387755028e-01 1.320779911527344141e-01
7.755102040816326259e-01 1.683673469387755028e-01 1.230686383985671040e-01
7.959183673469386600e-01 1.683673469387755028e-01 1.135535702110798545e-01
8.163265306122448051e-01 1.683673469387755028e-01 1.035718860464309027e-01
8.367346938775509502e-01 1.683673469387755028e-01 9.316460278591727484e-02
8.571428571428570953e-01 1.683673469387755028e-01 8.237448618881167139e-02
8.775510204081632404e-01 1.683673469387755028e-01 7.124587515868437138e-02
8.979591836734692745e-01 1.683673469387755028e-01 5.982449954533775038e-02
9.183673469387754196e-01 1.683673469387755028e-01 4.815729223104442402e-02
9.387755102040815647e-01 1.683673469387755028e-01 3.629219627326694952e-02
9.591836734693877098e-01 1.683673469387755028e-01 2.427796789635093197e-02
9.795918367346938549e-01 1.683673469387755028e-01 1.216397614174101471e-02
1.000000000000000000e+00 1.683673469387755028e-01 1.224646799147353207e-16
0.000000000000000000e+00 1.734693877551020391e-01 0.000000000000000000e+00
2.040816326530612082e-02 1.734693877551020391e-01 1.156670020098937712e-02
4.081632653061224164e-02 1.734693877551020391e-01 2.308587034980348618e-02
6.122448979591836593e-02 1.734693877551020391e-01 3.451017570544657326e-02
8.163265306122448328e-02 1.734693877551020391e-01 4.579267134670651079e-02
1.020408163265306006e-01 1.734693877551020391e-01 5.688699507890560003e-02
1.224489795918367319e-01 1.734693877551020391e-01 6.774755794610333448e-02
1.428571428571428492e-01 1.734693877551020391e-01 7.832973156589491392e-02
1.632653061224489666e-01 1.734693877551020391e-01 8.859003151700747813e-02
1.836734693877550839e-01 1.734693877551020391e-01 9.848629602611451428e-02
2.040816326530612013e-01 1.734693877551020391e-01 1.079778592196059817e-01
2.244897959183673186e-01 1.734693877551020391e-01 1.170257182283859637e-01
2.448979591836734637e-01 1.734693877551020391e-01 1.255926934590276267e-01
2.653061224489795533e-01 1.734693877551020391e-01 1.336435813726978838e-01
2.857142857142856984e-01 1.734693877551020391e-01 1.411452991440494409e-01
3.061224489795917880e-01 1.734693877551020391e-01 1.480670206056463600e-01
3.265306122448979331e-01 1.734693877551020391e-01 1.543803029192984400e-01
3.469387755102040782e-01 1.734693877551020391e-01 1.600592034537838826e-01
3.673469387755101678e-01 1.734693877551020391e-01 1.650803863886862732e-01
3.877551020408163129e-01 1.734693877551020391e-01 1.694232186062857026e-01
4.081632653061224025e-01 1.734693877551020391e-01 1.730698544774655068e-01
