UMR-M UMR-ED UMR-EC AMRE-M AMRE-ED AMRE-EC AMRS-M AMRS-ED AMRS-EC AMRT-M AMRT-ED AMRT-EC
9.800000000000000000e+01 1.875101690949506597e-04 1.875266262471783889e-04 1.930000000000000000e+02 2.044945851384309243e-04 2.073940107228854567e-04 9.800000000000000000e+01 8.730133640291577735e-03 8.923413451450035172e-03 9.800000000000000000e+01 7.689850310471928359e-04 7.553793095871214882e-04
9.900000000000000000e+01 1.837024184167523064e-04 1.837183768604068186e-04 1.950000000000000000e+02 1.934678170483567698e-04 1.962519424677446772e-04 9.900000000000000000e+01 8.713147919809413611e-03 8.907796285391291272e-03 9.900000000000000000e+01 7.696606705312112034e-04 7.563010793034225746e-04
1.000000000000000000e+02 1.800094931468548853e-04 1.800249728308235303e-04 1.970000000000000000e+02 1.821770260681924731e-04 1.847887903382755038e-04 1.000000000000000000e+02 8.710082759763711213e-03 8.906169824804917312e-03 1.000000000000000000e+02 7.664120429404083432e-04 7.530901970329435509e-04
1.010000000000000000e+02 1.764268223649163251e-04 1.764418422504965061e-04 1.990000000000000000e+02 1.707211710228157897e-04 1.731132502891006913e-04 1.010000000000000000e+02 8.707019500809492704e-03 8.904543372762958528e-03 1.010000000000000000e+02 7.632095377332227945e-04 7.499118699363917185e-04
1.020000000000000000e+02 1.729500600540834264e-04 1.729646381730510585e-04 2.010000000000000000e+02 1.591972273228087979e-04 1.613322036093509299e-04 1.020000000000000000e+02 8.710558324330611168e-03 8.910042895231019486e-03 1.020000000000000000e+02 8.076321330633249749e-04 7.945356621623710178e-04
1.030000000000000000e+02 1.695750721951641148e-04 1.695892257039191694e-04 2.030000000000000000e+02 1.476994837082553583e-04 1.495497804904070190e-04 1.030000000000000000e+02 8.714097685436269017e-03 8.915542044174820310e-03 1.030000000000000000e+02 8.562124058710806349e-04 8.434814625268023235e-04
1.040000000000000000e+02 1.662979248362094972e-04 1.663116700663064100e-04 2.050000000000000000e+02 1.363189186329668873e-04 1.378665377402320605e-04 1.040000000000000000e+02 8.691612072975949538e-03 8.894574873554692701e-03 1.040000000000000000e+02 8.547822324512889059e-04 8.423395842802274989e-04
1.050000000000000000e+02 1.631148721008613724e-04 1.631282246061290929e-04 2.070000000000000000e+02 1.251426699694710573e-04 1.263787675605952850e-04 1.050000000000000000e+02 8.669142083511114164e-03 8.873608271872645767e-03 1.050000000000000000e+02 8.533555405562541409e-04 8.411994628412173321e-04
1.060000000000000000e+02 1.600223459337363349e-04 1.600353205343229288e-04 2.090000000000000000e+02 1.142536129675412050e-04 1.151779550146354869e-04 1.060000000000000000e+02 8.669590913637167245e-03 8.875540563148138704e-03 1.060000000000000000e+02 8.113571590601907635e-04 8.024502636495753870e-04
1.070000000000000000e+02 1.570169452080249161e-04 1.570295560314897488e-04 2.110000000000000000e+02 1.037300612025516644e-04 1.043504009531365798e-04 1.070000000000000000e+02 8.670040348771678590e-03 8.877472862175380536e-03 1.070000000000000000e+02 7.699058656613407686e-04 7.639806579768009063e-04
1.080000000000000000e+02 1.540954278441802308e-04 1.541076883640388998e-04 2.130000000000000000e+02 9.364560292271507903e-05 9.397702416804801359e-05 1.080000000000000000e+02 8.674616317144398861e-03 8.882399632764525696e-03 1.080000000000000000e+02 7.710886047836503117e-04 7.653914034013626928e-04
1.090000000000000000e+02 1.512547007266849819e-04 1.512666237983752572e-04 2.150000000000000000e+02 8.406907912756067535e-05 8.413334913634050048e-05 1.090000000000000000e+02 8.679141664594363509e-03 8.887325982581420480e-03 1.090000000000000000e+02 7.722725152666358450e-04 7.668044746083399867e-04
1.100000000000000000e+02 1.484918120189304474e-04 1.485034099135279506e-04 2.170000000000000000e+02 7.506469296945557921e-05 7.488966554727708759e-05 1.100000000000000000e+02 8.682444765794690780e-03 8.892164432543800401e-03 1.100000000000000000e+02 7.659501426533358096e-04 7.598350111118401182e-04
1.110000000000000000e+02 1.458039436224187690e-04 1.458152280582366417e-04 2.190000000000000000e+02 6.669220242900436319e-05 6.631129934207907414e-05 1.110000000000000000e+02 8.685747687919279439e-03 8.897002947466927172e-03 1.110000000000000000e+02 7.592369428124456747e-04 7.526396177014877667e-04
1.120000000000000000e+02 1.431884037552653987e-04 1.431993859274611808e-04 2.210000000000000000e+02 5.900707281937888986e-05 5.845884009142422283e-05 1.120000000000000000e+02 8.657581101557017267e-03 8.870622277517345791e-03 1.120000000000000000e+02 7.681383442219398214e-04 7.596330527440943664e-04
1.130000000000000000e+02 1.406426201639388517e-04 1.406533107722839342e-04 2.230000000000000000e+02 5.206032554076680808e-05 5.138798928767317154e-05 1.130000000000000000e+02 8.629437389153239366e-03 8.844242220278134697e-03 1.130000000000000000e+02 7.770525699105713989e-04 7.666502064684802388e-04
1.140000000000000000e+02 1.381641344279569935e-04 1.381745437029480834e-04 2.250000000000000000e+02 4.589759099608036640e-05 4.514839688168621572e-05 1.140000000000000000e+02 8.634973890674338751e-03 8.848556781938743399e-03 1.140000000000000000e+02 7.859005821146351073e-04 7.736170065292929379e-04
1.150000000000000000e+02 1.357505946959169344e-04 1.357607324232000393e-04 2.270000000000000000e+02 4.055658319925740349e-05 3.978047892952941235e-05 1.150000000000000000e+02 8.640416150814182045e-03 8.852870896998880218e-03 1.150000000000000000e+02 7.947351047181243355e-04 7.806055842980963140e-04
1.160000000000000000e+02 1.333997516809439171e-04 1.334096272243798795e-04 2.290000000000000000e+02 3.606205202021408576e-05 3.530903679417293669e-05 1.160000000000000000e+02 8.295874798594721558e-03 8.492902875340980345e-03 1.160000000000000000e+02 8.034169864613317216e-04 7.874693997121892967e-04
1.170000000000000000e+02 1.311094525098748615e-04 1.311190748331589188e-04 2.310000000000000000e+02 3.241773435259503447e-05 3.173324250721135657e-05 1.170000000000000000e+02 7.951494503861813307e-03 8.132602406128060929e-03 1.170000000000000000e+02 8.120649473862172557e-04 7.943526584695397583e-04
1.180000000000000000e+02 1.288776355356514283e-04 1.288870132226322459e-04 2.330000000000000000e+02 2.959660826391568211e-05 2.901510754728152473e-05 1.180000000000000000e+02 7.957083740389513798e-03 8.139616679341104763e-03 1.180000000000000000e+02 8.204821315221021106e-04 8.010382290592768734e-04
1.190000000000000000e+02 1.267023263976257725e-04 1.267114676714785565e-04 2.350000000000000000e+02 2.753372539239536376e-05 2.707238003763294589e-05 1.190000000000000000e+02 7.962672423725078094e-03 8.146631239075625280e-03 1.190000000000000000e+02 8.288499898609532875e-04 8.077406863195586272e-04
1.200000000000000000e+02 1.245816334665542145e-04 1.245905462078225677e-04 2.370000000000000000e+02 2.612764561599861576e-05 2.578315039194954177e-05 1.200000000000000000e+02 7.969107471523675587e-03 8.150280318684869491e-03 1.200000000000000000e+02 8.369171243077720397e-04 8.141750062133191286e-04
1.210000000000000000e+02 1.225137434919550789e-04 1.225224352555326151e-04 2.390000000000000000e+02 2.525352115978853930e-05 2.500415529513844623e-05 1.210000000000000000e+02 7.975411514658779094e-03 8.153928930105740214e-03 1.210000000000000000e+02 8.449237725782350302e-04 8.206235801890092831e-04
1.220000000000000000e+02 1.204969178277323069e-04 1.205053958588764935e-04 2.410000000000000000e+02 2.478387545338292305e-05 2.459582190825080678e-05 1.220000000000000000e+02 7.941808205909681520e-03 8.122534428433272197e-03 1.220000000000000000e+02 8.485096698902239165e-04 8.243758020893156681e-04
1.230000000000000000e+02 1.185294887179669774e-04 1.185377599673979518e-04 2.430000000000000000e+02 2.593173074269251822e-05 2.553520856255415123e-05 1.230000000000000000e+02 7.908236976214441660e-03 8.091142228405222639e-03 1.230000000000000000e+02 8.521038041654575282e-04 8.281399980384895063e-04
1.240000000000000000e+02 1.166098563281572632e-04 1.166179274663372222e-04 2.450000000000000000e+02 2.727420755755077036e-05 2.673719073328610714e-05 1.240000000000000000e+02 7.915339910329740811e-03 8.094119365986085501e-03 1.240000000000000000e+02 8.597815080157541383e-04 8.342872281639003877e-04
1.250000000000000000e+02 1.147364846897395096e-04 1.147443621202978703e-04 2.470000000000000000e+02 2.872817325010923234e-05 2.810541764758651403e-05 1.250000000000000000e+02 7.922285202653185296e-03 8.097096047831662050e-03 1.250000000000000000e+02 8.673895210978775075e-04 8.404455236092979497e-04
1.260000000000000000e+02 1.129078990762489784e-04 1.129155889486918297e-04 2.490000000000000000e+02 3.021176727403824589e-05 2.954365692549588195e-05 1.260000000000000000e+02 7.929504602745243019e-03 8.105692721499345790e-03 1.260000000000000000e+02 8.275156734821082112e-04 8.037755385759264319e-04
1.270000000000000000e+02 1.111226833300843410e-04 1.111301915518190993e-04 2.510000000000000000e+02 3.164755192186778399e-05 3.096149680069688469e-05 1.270000000000000000e+02 7.936723386399779923e-03 8.114289850945448010e-03 1.270000000000000000e+02 7.878105128954574496e-04 7.670877564600308554e-04
1.280000000000000000e+02 1.093794764052797387e-04 1.093868086529344356e-04 nan nan nan 1.280000000000000000e+02 7.927122997227503687e-03 8.092537558778145623e-03 1.280000000000000000e+02 7.949313208087154447e-04 7.727692100222717910e-04
1.290000000000000000e+02 1.076769707055654250e-04 1.076841324357554716e-04 nan nan nan 1.290000000000000000e+02 7.917229128111285055e-03 8.070779871990833854e-03 1.290000000000000000e+02 8.019826562669709084e-04 7.784613258681457671e-04
1.300000000000000000e+02 1.060139088643440714e-04 1.060209053238091018e-04 nan nan nan 1.300000000000000000e+02 5.163589101480392345e-03 5.283600678556277415e-03 1.300000000000000000e+02 8.085669332974879412e-04 7.837007026524570735e-04
1.310000000000000000e+02 1.043890816367939702e-04 1.043959178720067592e-04 nan nan nan 1.310000000000000000e+02 2.354706180736386607e-03 2.381779607962862880e-03 1.310000000000000000e+02 8.150790963316871139e-04 7.889481730875059530e-04
1.320000000000000000e+02 1.028013258021381101e-04 1.028080066684105838e-04 nan nan nan 1.320000000000000000e+02 2.357835408457923700e-03 2.384099398880198169e-03 1.320000000000000000e+02 8.210843433095414137e-04 7.936905437162287231e-04
1.330000000000000000e+02 1.012495222746622717e-04 1.012560524447846068e-04 nan nan nan 1.330000000000000000e+02 2.360899118338794130e-03 2.386417706266531855e-03 1.330000000000000000e+02 8.270168495341158766e-04 7.984387254965268424e-04
1.340000000000000000e+02 9.973259362708791547e-05 9.973897759948442297e-05 nan nan nan 1.340000000000000000e+02 2.369602481051245445e-03 2.396208934101833141e-03 1.340000000000000000e+02 5.953533479969513138e-04 5.760363630427228765e-04
1.350000000000000000e+02 9.824950284483738425e-05 9.825574495133877534e-05 nan nan nan 1.350000000000000000e+02 2.378305599435479381e-03 2.406000583006529490e-03 1.350000000000000000e+02 3.480680243384744210e-04 3.301708792604265844e-04
1.360000000000000000e+02 9.679925013739874233e-05 9.680535455052575794e-05 nan nan nan 1.360000000000000000e+02 2.343073790713441108e-03 2.369146461840880569e-03 1.360000000000000000e+02 3.526967896212622553e-04 3.344234103426120823e-04
1.370000000000000000e+02 9.538087384271296367e-05 9.538684458274844903e-05 nan nan nan 1.370000000000000000e+02 2.307861842270273519e-03 2.332281464797329382e-03 1.370000000000000000e+02 3.572799738376309297e-04 3.386837128583546444e-04
1.380000000000000000e+02 9.399344634083952514e-05 9.399928728238886940e-05 nan nan nan 1.380000000000000000e+02 2.310606430092698640e-03 2.333892161749585685e-03 1.380000000000000000e+02 3.629100039329618459e-04 3.444185401616621251e-04
1.390000000000000000e+02 9.263607369231499850e-05 9.264178857060627087e-05 nan nan nan 1.390000000000000000e+02 2.313284655198299348e-03 2.335501526977797147e-03 1.390000000000000000e+02 3.685759588242333898e-04 3.502068509584779863e-04
1.400000000000000000e+02 9.130789410506163399e-05 9.131348652192532471e-05 nan nan nan 1.400000000000000000e+02 2.315625494601141702e-03 2.336406832202514872e-03 1.400000000000000000e+02 3.726136211564842044e-04 3.539684950306920801e-04
1.410000000000000000e+02 9.000807648420428779e-05 9.001354991375138325e-05 nan nan nan 1.410000000000000000e+02 2.317900243470370943e-03 2.337311004332628776e-03 1.410000000000000000e+02 3.766031123712005463e-04 3.577319698265416870e-04
1.420000000000000000e+02 8.873581856239647775e-05 8.874117635638207647e-05 nan nan nan 1.420000000000000000e+02 2.278293964554221895e-03 2.296340541744924107e-03 1.420000000000000000e+02 3.799552762309243276e-04 3.608722478842718486e-04
1.430000000000000000e+02 8.749034678224216794e-05 8.749559217523341151e-05 nan nan nan 1.430000000000000000e+02 2.238712693660326568e-03 2.255354698444836468e-03 1.430000000000000000e+02 3.832616979875346072e-04 3.640117993388850893e-04
1.440000000000000000e+02 8.627091487671976404e-05 8.627605099099854512e-05 nan nan nan 1.440000000000000000e+02 2.240637520082433901e-03 2.255545865211820451e-03 1.440000000000000000e+02 3.787216175292332557e-04 3.597881081018219733e-04
1.450000000000000000e+02 8.507680149767345710e-05 8.508183134782839512e-05 nan nan nan 1.450000000000000000e+02 2.242497770376709020e-03 2.255736075139009537e-03 1.450000000000000000e+02 3.741971886489811432e-04 3.555764691218061516e-04
1.460000000000000000e+02 8.390731052407010223e-05 8.391223702144875183e-05 nan nan nan 1.460000000000000000e+02 2.244031392754784054e-03 2.255236755665578161e-03 1.460000000000000000e+02 3.699932236383809189e-04 3.516652615516373107e-04
1.470000000000000000e+02 8.276177015611425956e-05 8.276659611306964588e-05 nan nan nan 1.470000000000000000e+02 2.245501996405954714e-03 2.254736678454463423e-03 1.470000000000000000e+02 3.658047845421372114e-04 3.477663975415799000e-04
1.480000000000000000e+02 8.163952994229895551e-05 8.164425807611967159e-05 nan nan nan 1.480000000000000000e+02 2.215086685561293289e-03 2.224193652923080362e-03 1.480000000000000000e+02 3.610534241868720027e-04 3.433733629577397171e-04
1.490000000000000000e+02 8.053996309318160339e-05 8.054459603002215142e-05 nan nan nan 1.490000000000000000e+02 2.184671355825419919e-03 2.193625786704968359e-03 1.490000000000000000e+02 3.563224320573944812e-04 3.389958785043852073e-04
1.500000000000000000e+02 7.946246237130677524e-05 7.946700264975124425e-05 nan nan nan 1.500000000000000000e+02 2.183974861608111665e-03 2.194630926256925692e-03 1.500000000000000000e+02 3.525084966049183408e-04 3.354532664931838453e-04
1.510000000000000000e+02 7.840644133495948474e-05 7.841089140953703550e-05 nan nan nan 1.510000000000000000e+02 2.183322486752162141e-03 2.195636083647394075e-03 1.510000000000000000e+02 3.487112003063407169e-04 3.319241841657214528e-04
1.520000000000000000e+02 7.737133291530235595e-05 7.737569515980597735e-05 nan nan nan 1.520000000000000000e+02 2.182717697394053781e-03 2.196638922362929847e-03 1.520000000000000000e+02 3.437891123307184552e-04 3.273965247571144783e-04
1.530000000000000000e+02 7.635658850325116175e-05 7.636086521389626343e-05 nan nan nan 1.530000000000000000e+02 2.182152915003473300e-03 2.197641778216991026e-03 1.530000000000000000e+02 3.388929759324993450e-04 3.228885151993576385e-04
1.540000000000000000e+02 7.536167743345203887e-05 7.536587083190297452e-05 nan nan nan 1.540000000000000000e+02 2.181636901627262686e-03 2.198639985548330508e-03 1.540000000000000000e+02 3.354850762963634912e-04 3.197251154588922088e-04
1.550000000000000000e+02 7.438608600298175679e-05 7.439019823922594921e-05 nan nan nan 1.550000000000000000e+02 2.181157006903162478e-03 2.199638208667409160e-03 1.550000000000000000e+02 3.320946588770541078e-04 3.165760512533724222e-04
1.560000000000000000e+02 7.342931793031479701e-05 7.343335108546929029e-05 nan nan nan 1.560000000000000000e+02 2.180726915256912379e-03 2.200629466790574897e-03 1.560000000000000000e+02 3.270451471918492956e-04 3.119508511929019903e-04
1.570000000000000000e+02 7.249089077985559101e-05 7.249484686868851180e-05 nan nan nan 1.570000000000000000e+02 2.180329266935702656e-03 2.201620738825467872e-03 1.570000000000000000e+02 3.220280255767223542e-04 3.073499636663483804e-04
1.580000000000000000e+02 7.157033966124871980e-05 7.157422063482112560e-05 nan nan nan 1.580000000000000000e+02 2.179982321104223519e-03 2.202602749579459819e-03 1.580000000000000000e+02 3.190343302865982509e-04 3.045692994548016442e-04
1.590000000000000000e+02 7.066721317611726779e-05 7.067102092412293657e-05 nan nan nan 1.590000000000000000e+02 2.179664345808123450e-03 2.203584771953892921e-03 1.590000000000000000e+02 3.160585578291614725e-04 3.018033159032060568e-04
1.600000000000000000e+02 6.978107449735624279e-05 6.978481085044557905e-05 nan nan nan 1.600000000000000000e+02 2.179397851305082869e-03 2.204555263514304964e-03 1.600000000000000000e+02 2.976046357111800187e-04 2.855233354257116578e-04
1.610000000000000000e+02 6.891149974528430343e-05 6.891516647722947635e-05 nan nan nan 1.610000000000000000e+02 2.179157047185607560e-03 2.205525764011124611e-03 1.610000000000000000e+02 2.785919250782314819e-04 2.685214997274048827e-04
1.620000000000000000e+02 6.805807901008031620e-05 6.806167783992689952e-05 nan nan nan 1.620000000000000000e+02 2.178968393672778715e-03 2.206482497491129950e-03 1.620000000000000000e+02 2.733926998578632456e-04 2.636665073249362039e-04
1.630000000000000000e+02 6.722041470078091413e-05 6.722394729484662643e-05 nan nan nan 1.630000000000000000e+02 2.178802333739004830e-03 2.207439236944197612e-03 1.630000000000000000e+02 2.682294022802890325e-04 2.588384800353061058e-04
1.640000000000000000e+02 6.639812119358996410e-05 6.640158916738361176e-05 nan nan nan 1.640000000000000000e+02 2.178688997321251430e-03 2.208380012857830491e-03 1.640000000000000000e+02 2.655800672872757557e-04 2.563287350197035247e-04
1.650000000000000000e+02 6.559082414052990937e-05 6.559422906057590908e-05 nan nan nan 1.650000000000000000e+02 2.178595332252833937e-03 2.209320791616376477e-03 1.650000000000000000e+02 2.629482073098046214e-04 2.538333431325846498e-04
1.660000000000000000e+02 6.479816243962216319e-05 6.480150582533150900e-05 nan nan nan 1.660000000000000000e+02 2.178554877444467859e-03 2.210243456207023303e-03 1.660000000000000000e+02 2.652720724961394531e-04 2.560539848223430427e-04
1.670000000000000000e+02 6.401978273706552332e-05 6.402306606226836061e-05 nan nan nan 1.670000000000000000e+02 2.178531337978029288e-03 2.211166120397841522e-03 1.670000000000000000e+02 2.675670717179317454e-04 2.582758396243388897e-04
1.680000000000000000e+02 6.325534515292447391e-05 6.325856984764880082e-05 nan nan nan 1.680000000000000000e+02 2.178561419378660137e-03 2.212068571893845408e-03 1.680000000000000000e+02 2.652215073477743614e-04 2.560523865203966293e-04
1.690000000000000000e+02 6.250451882322903129e-05 6.250768627520035363e-05 nan nan nan 1.690000000000000000e+02 2.178605818418191415e-03 2.212971019634623563e-03 1.690000000000000000e+02 2.628902050552610727e-04 2.538406610636873744e-04
1.700000000000000000e+02 6.176698128565169847e-05 6.177009284171761712e-05 nan nan nan 1.700000000000000000e+02 2.178704181964538980e-03 2.213851214117001226e-03 1.700000000000000000e+02 2.576507783034086480e-04 2.489532070488068103e-04
1.710000000000000000e+02 6.104242213121147207e-05 6.104547909890702703e-05 nan nan nan 1.710000000000000000e+02 2.178814416352124923e-03 2.214731401580988246e-03 1.710000000000000000e+02 2.524542436562032246e-04 2.440982661346706906e-04
1.720000000000000000e+02 6.033053770599741027e-05 6.033354135480102718e-05 nan nan nan 1.720000000000000000e+02 2.179234477896795866e-03 2.213574213620065484e-03 1.720000000000000000e+02 2.504984972250013926e-04 2.422393588015076254e-04
1.730000000000000000e+02 5.963103468129530996e-05 5.963398624402483240e-05 nan nan nan 1.730000000000000000e+02 2.179617919374197445e-03 2.212416448118180619e-03 1.730000000000000000e+02 2.485564422464758057e-04 2.403915589374792635e-04
1.740000000000000000e+02 5.894362726376445018e-05 5.894652793779565415e-05 nan nan nan 1.740000000000000000e+02 2.179738122479285469e-03 2.213272467102789243e-03 1.740000000000000000e+02 2.433185943805770009e-04 2.355172299924882993e-04
1.750000000000000000e+02 5.826803820680907320e-05 5.827088915530854730e-05 nan nan nan 1.750000000000000000e+02 2.179868581623011642e-03 2.214128475807016719e-03 1.750000000000000000e+02 2.381317428101689118e-04 2.306812971242707669e-04
1.760000000000000000e+02 5.760399792843171355e-05 5.760680028151166305e-05 nan nan nan 1.760000000000000000e+02 2.137732634525157504e-03 2.169873931319342072e-03 1.760000000000000000e+02 2.365478671350443351e-04 2.291672654755241693e-04
1.770000000000000000e+02 5.695124529348534329e-05 5.695400014936336116e-05 nan nan nan 1.770000000000000000e+02 2.095609054551235504e-03 2.125592221105980680e-03 1.770000000000000000e+02 2.349765543377648673e-04 2.276632507148654999e-04
1.780000000000000000e+02 5.630952532801592310e-05 5.631223375403215464e-05 nan nan nan 1.780000000000000000e+02 1.766761200962850900e-03 1.804808176432801939e-03 1.780000000000000000e+02 2.363989266507004496e-04 2.290284237385609937e-04
1.790000000000000000e+02 5.567859099867625137e-05 5.568125403236703219e-05 nan nan nan 1.790000000000000000e+02 1.436101747802925876e-03 1.480628831215756057e-03 1.790000000000000000e+02 2.378004286957689404e-04 2.303935588350005607e-04
1.800000000000000000e+02 5.505820222834907754e-05 5.506082087844375579e-05 nan nan nan 1.800000000000000000e+02 1.436448137263644786e-03 1.481461629957687249e-03 1.800000000000000000e+02 2.325339646279242685e-04 2.255017830945398917e-04
1.810000000000000000e+02 5.444812501808399729e-05 5.445070026543258383e-05 nan nan nan 1.810000000000000000e+02 1.436799614658967710e-03 1.482294405775041709e-03 1.810000000000000000e+02 2.273215401759627445e-04 2.206505399788055894e-04
1.820000000000000000e+02 5.384813164343558333e-05 5.385066444192000332e-05 nan nan nan 1.820000000000000000e+02 1.437175565996178265e-03 1.483099375163673657e-03 1.820000000000000000e+02 2.260405290370808235e-04 2.194221312954937786e-04
1.830000000000000000e+02 5.325800180836704525e-05 5.326049308584122953e-05 nan nan nan 1.830000000000000000e+02 1.437555246104710478e-03 1.483904317286166390e-03 1.830000000000000000e+02 2.247696907534475395e-04 2.182017829464346617e-04
1.840000000000000000e+02 5.267752044247150543e-05 5.267997110157347828e-05 nan nan nan 1.840000000000000000e+02 1.437958860462459562e-03 1.484679708340635312e-03 1.840000000000000000e+02 2.305189351675260767e-04 2.239759110202415682e-04
1.850000000000000000e+02 5.210647767612266122e-05 5.210888859506336519e-05 nan nan nan 1.850000000000000000e+02 1.438364936156039976e-03 1.485455068116117890e-03 1.850000000000000000e+02 2.364450530739728733e-04 2.299434731212887867e-04
1.860000000000000000e+02 5.154467102551948520e-05 5.154704305895073917e-05 nan nan nan 1.860000000000000000e+02 1.438794436886171521e-03 1.486199215692275569e-03 1.860000000000000000e+02 2.310477830731717211e-04 2.249161784363245262e-04
1.870000000000000000e+02 5.099190154965271517e-05 5.099423552933603156e-05 nan nan nan 1.870000000000000000e+02 1.439225218315030256e-03 1.486943328406574840e-03 1.870000000000000000e+02 2.256985173729344856e-04 2.199219875675745761e-04
1.880000000000000000e+02 5.044797645565710813e-05 5.045027319123323250e-05 nan nan nan 1.880000000000000000e+02 1.438023027647939572e-03 1.485758199472973513e-03 1.880000000000000000e+02 2.246042505545565060e-04 2.188752541358723338e-04
1.890000000000000000e+02 4.991270855470271651e-05 4.991496883441607789e-05 nan nan nan 1.890000000000000000e+02 1.436821073399632961e-03 1.484573053495929140e-03 1.890000000000000000e+02 2.235165369964294121e-04 2.178336242654005622e-04
1.900000000000000000e+02 4.938591500967825127e-05 4.938813960102577587e-05 nan nan nan 1.900000000000000000e+02 1.435896527056555825e-03 1.483688493036328495e-03 1.900000000000000000e+02 2.226707953599937754e-04 2.170265387090675809e-04
1.910000000000000000e+02 4.886741719412355861e-05 4.886960684448011892e-05 nan nan nan 1.910000000000000000e+02 1.434972164303651484e-03 1.482803924298709388e-03 1.910000000000000000e+02 2.218295530850318954e-04 2.162228273914298829e-04
1.920000000000000000e+02 4.835704300666527749e-05 4.835919844399593181e-05 nan nan nan 1.920000000000000000e+02 1.433468387033821467e-03 1.481305688435417215e-03 1.920000000000000000e+02 2.225809955343740945e-04 2.169307369720176442e-04
1.930000000000000000e+02 4.785462238664376847e-05 4.785674431999865176e-05 nan nan nan 1.930000000000000000e+02 1.431964920982961532e-03 1.479807425544440915e-03 1.930000000000000000e+02 2.233108946849016868e-04 2.176340115682039926e-04
1.940000000000000000e+02 4.735999163914119488e-05 4.736208075932830009e-05 nan nan nan 1.940000000000000000e+02 1.431300693609683077e-03 1.479207494182613412e-03 1.940000000000000000e+02 1.915275618522681994e-04 1.863128913223634654e-04
1.950000000000000000e+02 4.687299050612310698e-05 4.687504748623521407e-05 nan nan nan 1.950000000000000000e+02 1.430636605064110681e-03 1.478607559911845459e-03 1.950000000000000000e+02 1.592010600875131267e-04 1.543343104452975104e-04
1.960000000000000000e+02 4.639346279817084707e-05 4.639548829412659415e-05 nan nan nan 1.960000000000000000e+02 1.428817681634796761e-03 1.476784666662558790e-03 1.960000000000000000e+02 1.541857593746602008e-04 1.495940778017270203e-04
1.970000000000000000e+02 4.592125641326699878e-05 4.592325106433886139e-05 nan nan nan 1.970000000000000000e+02 1.426999161637883826e-03 1.474961733400863804e-03 1.970000000000000000e+02 1.492463578246887030e-04 1.449171470626952685e-04
1.980000000000000000e+02 4.545622260144274452e-05 4.545818703073991224e-05 nan nan nan 1.980000000000000000e+02 1.427474663605850583e-03 1.475672518908363465e-03 1.980000000000000000e+02 1.487369208874814305e-04 1.444142679167221633e-04
1.990000000000000000e+02 4.499821731161328950e-05 4.500015212661019414e-05 nan nan nan 1.990000000000000000e+02 1.427949993139937665e-03 1.476383266706807846e-03 1.990000000000000000e+02 1.482320429561269500e-04 1.439149911379791758e-04
2.000000000000000000e+02 4.454709974706580342e-05 4.454900554005564081e-05 nan nan nan 2.000000000000000000e+02 1.427533357868418853e-03 1.476049831464475506e-03 2.000000000000000000e+02 1.434052943565079319e-04 1.393643935492472027e-04
2.010000000000000000e+02 4.410273227483676816e-05 4.410460962336980041e-05 nan nan nan 2.010000000000000000e+02 1.427116818006030291e-03 1.475716395722208654e-03 2.010000000000000000e+02 1.386630378512590165e-04 1.348837103608841587e-04
2.020000000000000000e+02 4.366498091390559009e-05 4.366683038123719216e-05 nan nan nan 2.020000000000000000e+02 1.424977467749475452e-03 1.473559596443982248e-03 2.020000000000000000e+02 1.383720702729776455e-04 1.345867495065617564e-04
2.030000000000000000e+02 4.323371508168051888e-05 4.323553721719743944e-05 nan nan nan 2.030000000000000000e+02 1.422838618312171699e-03 1.471402740004685477e-03 2.030000000000000000e+02 1.380837683005886759e-04 1.342917849998309860e-04
2.040000000000000000e+02 4.280880648627926255e-05 4.281060182586905906e-05 nan nan nan 2.040000000000000000e+02 1.422649890315536578e-03 1.471316485514754559e-03 2.040000000000000000e+02 1.377489931321047216e-04 1.340405167035052698e-04
2.050000000000000000e+02 4.239013176139271624e-05 4.239190082791391249e-05 nan nan nan 2.050000000000000000e+02 1.422461222746384353e-03 1.471230231066510781e-03 2.050000000000000000e+02 1.373953771709179601e-04 1.337751411093533814e-04
2.060000000000000000e+02 4.197756950477867795e-05 4.197931280839655501e-05 nan nan nan 2.060000000000000000e+02 1.422968549993165960e-03 1.471906478745611769e-03 2.060000000000000000e+02 1.372402138875215252e-04 1.336158730963397879e-04
2.070000000000000000e+02 4.157100114697743652e-05 4.157271918552761991e-05 nan nan nan 2.070000000000000000e+02 1.423474553230399519e-03 1.472582686125600187e-03 2.070000000000000000e+02 1.370860137249265451e-04 1.334572446667396065e-04
2.080000000000000000e+02 4.117031074060939862e-05 4.117200399994391536e-05 nan nan nan 2.080000000000000000e+02 1.421006295056739940e-03 1.470085642184456752e-03 2.080000000000000000e+02 1.324035792395961337e-04 1.290513549217488188e-04
2.090000000000000000e+02 4.077538578777086469e-05 4.077705474212978744e-05 nan nan nan 2.090000000000000000e+02 1.418538653384086206e-03 1.467588519233054261e-03 2.090000000000000000e+02 1.278056191339546491e-04 1.247148702795029753e-04
2.100000000000000000e+02 4.038611664692963975e-05 4.038776175927968995e-05 nan nan nan 2.100000000000000000e+02 1.418561996790558555e-03 1.467729129658784009e-03 2.100000000000000000e+02 1.277982876690907088e-04 1.246955381037316015e-04
