x U u
7.775551102204407705e-01 9.697249926921821528e-01 9.697247156720025796e-01
7.795591182364728366e-01 9.696845282497500440e-01 9.696842553759561500e-01
7.815631262525049028e-01 9.696479361557919230e-01 9.696476674185854350e-01
7.835671342685369689e-01 9.696152740970387374e-01 9.696150094859656843e-01
7.855711422845690350e-01 9.695865996347745597e-01 9.695863391387267161e-01
7.875751503006011012e-01 9.695619701969858673e-01 9.695617138042025296e-01
7.895791583166331673e-01 9.695414430705329156e-01 9.695411907686030117e-01
7.915831663326652334e-01 9.695250753933432053e-01 9.695248271692070707e-01
7.935871743486972996e-01 9.695129241466284853e-01 9.695126799865797507e-01
7.955911823647293657e-01 9.695050461471267367e-01 9.695048060368149923e-01
7.975951903807614318e-01 9.695014980393701354e-01 9.695012619638025964e-01
7.995991983967934980e-01 9.695023362879799933e-01 9.695021042315244975e-01
8.016032064128255641e-01 9.695076171699913425e-01 9.695073891163781266e-01
8.036072144288576302e-01 9.695173967672057191e-01 9.695171726995306383e-01
8.056112224448896963e-01 9.695317309585760324e-01 9.695315108593030029e-01
8.076152304609217625e-01 9.695506754126230753e-01 9.695504592635868502e-01
8.096192384769538286e-01 9.695742855798860083e-01 9.695740733622947305e-01
8.116232464929858947e-01 9.696026166854060380e-01 9.696024083798449045e-01
8.136272545090179609e-01 9.696357237212477331e-01 9.696355193076816592e-01
8.156312625250500270e-01 9.696736614390556452e-01 9.696734608968324842e-01
8.176352705410820931e-01 9.697164843426501202e-01 9.697162876505038831e-01
8.196392785571141593e-01 9.697642466806617456e-01 9.697640538167159319e-01
8.216432865731462254e-01 9.698170024392063215e-01 9.698168133809779157e-01
8.236472945891782915e-01 9.698748053346022413e-01 9.698746200590043776e-01
8.256513026052103577e-01 9.699377088061295060e-01 9.699375272894756872e-01
8.276553106212424238e-01 9.700057660088330369e-01 9.700055882268410201e-01
8.296593186372744899e-01 9.700790298063719508e-01 9.700788557341670781e-01
8.316633266533065560e-01 9.701575527639133556e-01 9.701573823760332171e-01
8.336673346693386222e-01 9.702413871410754398e-01 9.702412204114730931e-01
8.356713426853706883e-01 9.703305848849169690e-01 9.703304217869654913e-01
8.376753507014027544e-01 9.704251976229778531e-01 9.704250381294747818e-01
8.396793587174348206e-01 9.705252766563698952e-01 9.705251207395412250e-01
8.416833667334668867e-01 9.706308729529189439e-01 9.706307205844235675e-01
8.436873747494989528e-01 9.707420371403605586e-01 9.707418882912947078e-01
8.456913827655310190e-01 9.708588194995888543e-01 9.708586741404910958e-01
8.476953907815630851e-01 9.709812699579610795e-01 9.709811280588163118e-01
8.496993987975951512e-01 9.711094380826575945e-01 9.711092996129023769e-01
8.517034068136272174e-01 9.712433730740993587e-01 9.712432380026264633e-01
8.537074148296592835e-01 9.713831237594235946e-01 9.713829920545871133e-01
8.557114228456913496e-01 9.715287385860180702e-01 9.715286102156380776e-01
8.577154308617234157e-01 9.716802656151164452e-01 9.716801405464845498e-01
8.597194388777554819e-01 9.718377525154542340e-01 9.718376307153383520e-01
8.617234468937875480e-01 9.720012465569868310e-01 9.720011279916370706e-01
8.637274549098196141e-01 9.721707946046719284e-01 9.721706792398251418e-01
8.657314629258516803e-01 9.723464431123142182e-01 9.723463309131999965e-01
8.677354709418837464e-01 9.725282381164772616e-01 9.725281290478233753e-01
8.697394789579158125e-01 9.727162252304600853e-01 9.727161192564979242e-01
8.717434869739478787e-01 9.729104496383419454e-01 9.729103467228121804e-01
8.737474949899798338e-01 9.731109560890939258e-01 9.731108561952522829e-01
8.757515030060118999e-01 9.733177888907607045e-01 9.733176919813841810e-01
8.777555110220439660e-01 9.735309919047117067e-01 9.735308979421035680e-01
8.797595190380760322e-01 9.737506085399627587e-01 9.737505174859595325e-01
8.817635270541080983e-01 9.739766817475701277e-01 9.739765935635471550e-01
8.837675350701401644e-01 9.742092540150968372e-01 9.742091686619741564e-01
8.857715430861722306e-01 9.744483673611522567e-01 9.744482847994013763e-01
8.877755511022042967e-01 9.746940633300065215e-01 9.746939835196563040e-01
8.897795591182363628e-01 9.749463829862795583e-01 9.749463058869226595e-01
8.917835671342684289e-01 9.752053669097068278e-01 9.752052924805060252e-01
8.937875751503004951e-01 9.754710551899814508e-01 9.754709833896760829e-01
8.957915831663325612e-01 9.757434874216740495e-01 9.757434182085868990e-01
8.977955911823646273e-01 9.760227026992317478e-01 9.760226360312751481e-01
8.997995991983966935e-01 9.763087396120549988e-01 9.763086754467380501e-01
9.018036072144287596e-01 9.766016362396564565e-01 9.766015745340912435e-01
9.038076152304608257e-01 9.769014301468988970e-01 9.769013708578077049e-01
9.058116232464928919e-01 9.772081583793160720e-01 9.772081014630378260e-01
9.078156312625249580e-01 9.775218574585148312e-01 9.775218028710125351e-01
9.098196392785570241e-01 9.778425633776609560e-01 9.778425110745282423e-01
9.118236472945890903e-01 9.781703115970487028e-01 9.781702615335170492e-01
9.138276553106211564e-01 9.785051370397549464e-01 9.785050891707010035e-01
9.158316633266532225e-01 9.788470740873776998e-01 9.788470283673298411e-01
9.178356713426852886e-01 9.791961565758616759e-01 9.791961129590077695e-01
9.198396793587173548e-01 9.795524177914095576e-01 9.795523762316038496e-01
9.218436873747494209e-01 9.799158904664805325e-01 9.799158509172515297e-01
9.238476953907814870e-01 9.802866067758769786e-01 9.802865691904336654e-01
9.258517034068135532e-01 9.806645983329186356e-01 9.806645626641593561e-01
9.278557114228456193e-01 9.810498961857074818e-01 9.810498623862264900e-01
9.298597194388776854e-01 9.814425308134804293e-01 9.814424988355756607e-01
9.318637274549097516e-01 9.818425321230535019e-01 9.818425019187337899e-01
9.338677354709418177e-01 9.822499294453556073e-01 9.822499009663488989e-01
9.358717434869738838e-01 9.826647515320551252e-01 9.826647247298158083e-01
9.378757515030059499e-01 9.830870265522767548e-01 9.830870013779932082e-01
9.398797595190380161e-01 9.835167820894116231e-01 9.835167584940142094e-01
9.418837675350700822e-01 9.839540451380203168e-01 9.839540230721890435e-01
9.438877755511021483e-01 9.843988421008287304e-01 9.843988215150012433e-01
9.458917835671342145e-01 9.848511987858182826e-01 9.848511796301975263e-01
9.478957915831662806e-01 9.853111404034099463e-01 9.853111226279720469e-01
9.498997995991983467e-01 9.857786915637435365e-01 9.857786751182457952e-01
9.519038076152304129e-01 9.862538762740516995e-01 9.862538611080406969e-01
9.539078156312624790e-01 9.867367179361297147e-01 9.867367039989489719e-01
9.559118236472945451e-01 9.872272393439013305e-01 9.872272265846997463e-01
9.579158316633266113e-01 9.877254626810807459e-01 9.877254510488203687e-01
9.599198396793586774e-01 9.882314095189316250e-01 9.882313989623959793e-01
9.619238476953907435e-01 9.887451008141232567e-01 9.887450912819251148e-01
9.639278557114228096e-01 9.892665569066834141e-01 9.892665483472731225e-01
9.659318637274548758e-01 9.897957975180501355e-01 9.897957898797238308e-01
9.679358717434869419e-01 9.903328417492206492e-01 9.903328349801286956e-01
9.699398797595190080e-01 9.908777080789992198e-01 9.908777021271540919e-01
9.719438877755510742e-01 9.914304143623432486e-01 9.914304091756275250e-01
9.739478957915831403e-01 9.919909778288085178e-01 9.919909733549836517e-01
9.759519038076150954e-01 9.925594150810935767e-01 9.925594112678080005e-01
9.779559118236471615e-01 9.931357420936832714e-01 9.931357388884808346e-01
9.799599198396792277e-01 9.937199742115923051e-01 9.937199715619204898e-01
9.819639278557112938e-01 9.943121261492084972e-01 9.943121240024266339e-01
9.839679358717433599e-01 9.949122119892355176e-01 9.949122102926228894e-01
9.859719438877754261e-01 9.955202451817362075e-01 9.955202438825010436e-01
9.879759519038074922e-01 9.961362385432763755e-01 9.961362375885638443e-01
9.899799599198395583e-01 9.967602042561686249e-01 9.967602035930691606e-01
9.919839679358716245e-01 9.973921538678167664e-01 9.973921534433747293e-01
9.939879759519036906e-01 9.980320982901614846e-01 9.980320980513832652e-01
9.959919839679357567e-01 9.986800477992257008e-01 9.986800476930884907e-01
9.979959919839678228e-01 9.993360120347620779e-01 9.993360120082217524e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
